SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category
124048,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124049,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1099 days) - Direct Plan-Normal Dividend,,,Close Ended Schemes,Income
124050,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1099 days) - Direct Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124051,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124052,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124053,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124054,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Normal Dividend,,,Close Ended Schemes,Income
124055,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HT (91 days) - Direct Plan-Dividend,,,Close Ended Schemes,Income
124056,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HT (91 days) - Direct Plan-Dividend - Direct Plan-Growth,,,Close Ended Schemes,Income
124057,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HT (91 days) - Regular Plan-Dividend,,,Close Ended Schemes,Income
124058,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HT (91 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124059,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HU (30 days) - Direct Plan-Dividend,,,Close Ended Schemes,Income
124060,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HU (30 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124061,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HU (30 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124062,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HU (30 days) - Regular Plan-Dividend,,,Close Ended Schemes,Income
124063,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Direct Plan-Normal Dividend,,,Close Ended Schemes,Income
124064,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124065,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124066,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124068,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Normal Dividend,,,Close Ended Schemes,Income
124069,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Direct Plan-Normal Dividend,,,Close Ended Schemes,Income
124071,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124072,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Normal Dividend,,,Close Ended Schemes,Income
124073,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124074,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124075,Axis Mutual Fund,Axis Fixed Term Plan - Series 38 (92 days) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124076,Axis Mutual Fund,Axis Fixed Term Plan - Series 38 (92 days) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124077,Axis Mutual Fund,Axis Fixed Term Plan - Series 38 (92 days) - Regular Plan - Dividend Option,,,Close Ended Schemes,Income
124078,Axis Mutual Fund,Axis Fixed Term Plan - Series 38 (92 days) - Direct Plan - Dividend Option,,,Close Ended Schemes,Income
124079,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124080,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Direct Plan - Dividend,,,Close Ended Schemes,Income
124081,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124082,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124088,IIFL Mutual Fund,IIFL SHORT TERM INCOME FUND REGULAR PLAN MONTHLY DIVIDEND,,,Open Ended Schemes,Income
124090,IIFL Mutual Fund,IIFL SHORT TERM INCOME FUND REGULAR PLAN  HALF YEARLY DIVIDEND,,,Open Ended Schemes,Income
124091,IIFL Mutual Fund,IIFL SHORT TERM INCOME FUND DIRECT PLAN  GROWTH OPTION,,,Open Ended Schemes,Income
124093,IIFL Mutual Fund,IIFL SHORT TERM INCOME FUND DIRECT PLAN  MONTHLY DIVIDEND,,,Open Ended Schemes,Income
124096,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 17-Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124097,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 17 -Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124098,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 17-Direct Plan -Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124099,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 17- Direct Plan -Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124100,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124101,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124102,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124103,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124104,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124105,DSP Mutual Fund,DSP BlackRock FMP - Series 115 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124106,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Regular Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124107,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Regular Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124108,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Direct Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124109,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124110,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124111,DSP Mutual Fund,DSP BlackRock FMP - Series 116 -3M - Direct Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124112,DSP Mutual Fund,DSP BlackRock FTP - Series 32 - 24M (Maturity Date 21 Sep 2016)- Regular Plan - Dividend Payout Option,,,Close Ended Schemes,Income
124113,DSP Mutual Fund,DSP BlackRock FTP - Series 32 - 24M (Maturity Date 21 Sep 2016) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124114,DSP Mutual Fund,DSP BlackRock FTP - Series 32 - 24M (Maturity Date 21 Sep 2016) - Direct Plan - Dividend Payout Option,,,Close Ended Schemes,Income
124115,DSP Mutual Fund,DSP BlackRock FTP - Series 32 - 24M (Maturity Date 21 Sep 2016) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124116,DSP Mutual Fund,DSP BlackRock Dual Advantage Fund - Series 18 - 34M - Regular Plan - Growth Option (Maturity Date 10-Oct-2016),,,Close Ended Schemes,Income
124117,DSP Mutual Fund,DSP BlackRock Dual Advantage Fund - Series 18 - 34M - Regular Plan - Dividend Payout Option (Maturity Date 10-Oct-2016),,,Close Ended Schemes,Income
124118,DSP Mutual Fund,DSP BlackRock Dual Advantage Fund - Series 18 - 34M - Direct Plan - Growth Option (Maturity Date 10-Oct-2016),,,Close Ended Schemes,Income
124119,DSP Mutual Fund,DSP BlackRock Dual Advantage Fund - Series 18 - 34M - Direct Plan - Dividend Payout Option (Maturity Date 10-Oct-2016),,,Close Ended Schemes,Income
124120,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Direct Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124121,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Regular Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124122,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Regular Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124123,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Regular Plan Growth,,,Close Ended Schemes,Income
124124,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Direct Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124125,Sundaram Mutual Fund,Sundaram Fixed Term Plan DU Direct Plan Growth,,,Close Ended Schemes,Income
124126,Sundaram Mutual Fund,Sundaram Fixed Term Plan DV Regular Plan Growth,,,Close Ended Schemes,Income
124127,Sundaram Mutual Fund,Sundaram Fixed Term Plan DV Regular Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124128,Sundaram Mutual Fund,Sundaram Fixed Term Plan DV Regular Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124130,Sundaram Mutual Fund,Sundaram Fixed Term Plan DV Direct Plan Growth,,,Close Ended Schemes,Income
124133,Sundaram Mutual Fund,Sundaram Fixed Term Plan DW Regular Plan Growth,,,Close Ended Schemes,Income
124134,Sundaram Mutual Fund,Sundaram Fixed Term Plan DW Regular Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124136,Sundaram Mutual Fund,Sundaram Fixed Term Plan DW Direct Plan Growth,,,Close Ended Schemes,Income
124138,ICICI Prudential Mutual Fund,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124139,ICICI Prudential Mutual Fund,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124140,ICICI Prudential Mutual Fund,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124141,ICICI Prudential Mutual Fund,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124142,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124143,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124145,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124150,LIC Mutual Fund,LIC NOMURA MF FIXED MATURITY PLAN SERIES 70 - REGULAR PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124151,LIC Mutual Fund,LIC NOMURA MF FIXED MATURITY PLAN SERIES 70 - REGULAR PLAN - GROWTH,,,Close Ended Schemes,Income
124152,LIC Mutual Fund,LIC NOMURA MF FIXED MATURITY PLAN SERIES 70 - DIRECT PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124153,LIC Mutual Fund,LIC NOMURA MF FIXED MATURITY PLAN SERIES 70 - DIRECT PLAN - GROWTH,,,Close Ended Schemes,Income
124155,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 37 - DIRECT PLAN - GROWTH,,,Close Ended Schemes,Income
124156,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 37 - REGULAR PLAN - GROWTH,,,Close Ended Schemes,Income
124157,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 37 - REGULAR PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124158,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Regular Option-Growth Option,,,Close Ended Schemes,Income
124159,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Regular Option-Dividend Option,,,Close Ended Schemes,Income
124160,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Regular Option-Quarterly Dividend Option,,,Close Ended Schemes,Income
124161,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Regular Option-Flexi Option,,,Close Ended Schemes,Income
124162,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Direct Option-Growth Option,,,Close Ended Schemes,Income
124163,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Direct Option-Dividend Option,,,Close Ended Schemes,Income
124164,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Direct Option-Flexi Option,,,Close Ended Schemes,Income
124165,HDFC Mutual Fund,HDFC FMP 370D September 2013 (1)-Direct Option-Quarterly Dividend Option,,,Close Ended Schemes,Income
124166,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124167,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124168,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124169,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124170,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124171,DSP Mutual Fund,DSP BlackRock FMP - Series 117 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124172,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - Growth,INF740K01ZP6,,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124173,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - Daily IDCW Reinvestment,,INF740KA1OI1,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124174,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - IDCW,INF740K01ZU6,INF740K01ZV4,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124175,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - Growth,INF740K01ZW2,,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124176,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - Monthly IDCW,INF740K01ZX0,INF740K01ZY8,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124177,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - Quarterly IDCW,INF740K01ZZ5,INF740K01A00,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124178,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - IDCW,INF740K01A18,INF740K01A26,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124179,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - Weekly IDCW,INF740KA1OJ9,INF740KA1OK7,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124180,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - Monthly IDCW,INF740K01ZQ4,INF740K01ZR2,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124181,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Regular Plan - Quarterly IDCW,INF740K01ZS0,INF740K01ZT8,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124182,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - Daily IDCW Reinvestment,,INF740KA1OF7,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124183,DSP Mutual Fund,DSP Banking and PSU Debt Fund - Direct Plan - Weekly IDCW,INF740KA1OG5,INF740KA1OH3,Open Ended Schemes,Income/Debt Oriented Schemes - Banking and PSU Debt Fund
124184,L&T Mutual Fund,L&T FMP SERIES -VIII-Plan G - Growth Option - Regular Plan,,,Close Ended Schemes,Income
124185,L&T Mutual Fund,L&T FMP SERIES -VIII-Plan G - Growth Option-Direct Plan,,,Close Ended Schemes,Income
124186,L&T Mutual Fund,L&T FMP SERIES -VIII-Plan G - Dividend Option - Regular Plan,,,Close Ended Schemes,Income
124187,L&T Mutual Fund,L&T FMP SERIES -VIII-Plan G - Dividend Option - Direct Plan,,,Close Ended Schemes,Income
124188,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Regular Plan_Growth,,,Close Ended Schemes,Income
124189,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Direct Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124190,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Direct Plan_Periodic Dividend,,,Close Ended Schemes,Income
124192,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Regular Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124194,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Direct Plan_Growth,,,Close Ended Schemes,Income
124197,IDFC Mutual Fund,IDFC FTP - Series 33 (729 days)_Regular Plan_Half yearly Dividend,,,Close Ended Schemes,Income
124198,IDBI Mutual Fund,IDBI FMP - Series III - 368 days (September 2013) - K-Growth Regular,,,Close Ended Schemes,Income
124199,IDBI Mutual Fund,IDBI FMP - Series III - 368 days (September 2013) - K-Growth Direct,,,Close Ended Schemes,Income
124200,IDBI Mutual Fund,IDBI FMP - Series III - 368 days (September 2013) - K-Dividend Regular,,,Close Ended Schemes,Income
124201,IDBI Mutual Fund,IDBI FMP - Series III - 368 days (September 2013) - K-Dividend Direct,,,Close Ended Schemes,Income
124203,DHFL Pramerica Mutual Fund,Pramerica Fixed Duration Fund - Series 14 - Direct Plan - Growth,,,Close Ended Schemes,Income
124205,DHFL Pramerica Mutual Fund,Pramerica Fixed Duration Fund - Series 14 - Regular Plan - Growth,,,Close Ended Schemes,Income
124210,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 18-Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124211,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 18 -Dividend Payout Optioin,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124213,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 18 -Direct Plan -Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124214,ICICI Prudential Mutual Fund,ICICI Prudential Interval Fund Quarterly Interval Plan 1 Plan - Direct Plan - Quarterly Dividend Payout,,,Open Ended Schemes,Income
124215,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124216,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124217,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124218,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124219,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124220,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Direct Plan - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124221,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124222,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124223,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 19 -Growth Option,,,Close Ended Schemes,Income
124224,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 19-Direct Plan- Growth Option,,,Close Ended Schemes,Income
124225,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 19 -Direct Plan -Dividend Payout option,,,Close Ended Schemes,Income
124226,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 19-Dividend Payout Option,,,Close Ended Schemes,Income
124227,DSP Mutual Fund,DSP BlackRock FMP - Series 118 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124230,DSP Mutual Fund,DSP BlackRock FMP - Series 118 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124231,DSP Mutual Fund,DSP BlackRock FMP - Series 118 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124232,DSP Mutual Fund,DSP BlackRock FMP - Series 118 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124233,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Regular Plan - Growth,INF247L01213,,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124234,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Growth,INF247L01247,,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124235,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124236,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124237,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124238,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Quarterly Payout,,,Close Ended Schemes,Income
124239,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124240,DSP Mutual Fund,DSP BlackRock FMP - Series 119 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Dividend Payout - Regular Payout,,,Close Ended Schemes,Income
124241,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series XX - Plan E (370 Days) - Dividend Payout Option,,,Close Ended Schemes,Income
124242,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series XX - Plan E (370 Days) - Direct Plan - Dividend Payout Option,,,Close Ended Schemes,Income
124243,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series XX - Plan E (370 Days) - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124244,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series XX - Plan E (370 Days) - Growth Option,,,Close Ended Schemes,Income
124245,Kotak Mahindra Mutual Fund,Kotak FMP Series 118 (370 Days) - Growth,,,Close Ended Schemes,Income
124246,Kotak Mahindra Mutual Fund,Kotak FMP Series 118 (370 Days) - Direct Growth,,,Close Ended Schemes,Income
124247,Kotak Mahindra Mutual Fund,Kotak FMP Series 118 (370 Days) - Dividend,,,Close Ended Schemes,Income
124248,Kotak Mahindra Mutual Fund,Kotak FMP Series 118 (370 Days) - Direct Dividend,,,Close Ended Schemes,Income
124249,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124250,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124251,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 20 - Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124252,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 20 - Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124257,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 28 - Regular Plan - Growth Option,,,Close Ended Schemes,Income
124258,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 28 - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124259,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 28 - Direct Plan - Dividend Option,,,Close Ended Schemes,Income
124260,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 28 - Regular Plan - Dividend Option,,,Close Ended Schemes,Income
