SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category
124261,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 21 - Growth Option,,,Close Ended Schemes,Income
124262,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 21 - Direct Plan - Growth Option,,,Close Ended Schemes,Income
124263,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 21 - Dividend Payout Option,,,Close Ended Schemes,Income
124264,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXIV - Series 21 - Direct Plan - Dividend Payout Option,,,Close Ended Schemes,Income
124265,UTI Mutual Fund,UTI - Overnight Fund - Regular Plan - Daily IDCW,,INF789FB1T13,Open Ended Schemes,Debt Scheme - Overnight Fund
124266,UTI Mutual Fund,UTI - Overnight Fund - Direct Plan - Daily IDCW,,INF789FB1S89,Open Ended Schemes,Debt Scheme - Overnight Fund
124267,Axis Mutual Fund,Axis Fixed Term Plan - Series 39 (31 days) - Regular Plan - Dividend,,,Close Ended Schemes,Income
124268,Axis Mutual Fund,Axis Fixed Term Plan - Series 39 (31 days) - Regular Plan - Growth,,,Close Ended Schemes,Income
124269,Axis Mutual Fund,Axis Fixed Term Plan - Series 39 (31 days) - Direct Plan - Growth,,,Close Ended Schemes,Income
124270,Axis Mutual Fund,Axis Fixed Term Plan - Series 39 (31 days) - Direct Plan - Dividend,,,Close Ended Schemes,Income
124271,IDFC Mutual Fund,IDFC FTP - Series 34 (728 days)_Regular Plan_Growth,,,Close Ended Schemes,Income
124273,IDFC Mutual Fund,IDFC FTP - Series 34 (728 days) _Regular Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124277,IDFC Mutual Fund,IDFC FTP - Series 34 (728 days)_Regular Plan_Half yearly Dividend,,,Close Ended Schemes,Income
124279,IDFC Mutual Fund,IDFC FTP - Series 34 (728 days)_Direct Plan_Growth,,,Close Ended Schemes,Income
124281,Kotak Mahindra Mutual Fund,Kotak FMP Series 120 (180 Days) - Dividend,,,Close Ended Schemes,Income
124282,Kotak Mahindra Mutual Fund,Kotak FMP Series 120 (180 Days) - Direct Dividend,,,Close Ended Schemes,Income
124283,Kotak Mahindra Mutual Fund,Kotak FMP Series 120 (180 Days) - Growth,,,Close Ended Schemes,Income
124284,Kotak Mahindra Mutual Fund,Kotak FMP Series 120 (180 Days) - Direct Growth,,,Close Ended Schemes,Income
124291,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Direct Plan Growth,,,Close Ended Schemes,Income
124292,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Direct Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124293,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Direct Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124294,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Regular Plan Growth,,,Close Ended Schemes,Income
124295,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Regular Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124296,Sundaram Mutual Fund,Sundaram Fixed Term Plan DY Regular Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124297,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Direct Plan Growth,,,Close Ended Schemes,Income
124298,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Direct Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124299,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Direct Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124300,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Regular Plan Growth,,,Close Ended Schemes,Income
124301,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Regular Plan Half Yearly Dividend Payout,,,Close Ended Schemes,Income
124302,Sundaram Mutual Fund,Sundaram Fixed Term Plan DZ Regular Plan Quarterly Dividend Payout,,,Close Ended Schemes,Income
124303,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Payout/Reinvestment,,INF247L01270,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124305,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Regular Plan - Payout/Reinvestment,INF247L01338,INF247L01312,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124306,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Reinvestment,,INF247L01353,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124308,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Payout/Reinvestment,INF247L01395,INF247L01379,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124310,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Regular Plan - Reinvestment,,INF247L01288,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124311,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Reinvestment,,INF247L01361,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124312,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Payout/Reinvestment,INF247L01403,INF247L01387,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124313,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Regular Plan - Reinvestment,,INF247L01296,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124315,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Regular Plan - Payout/Reinvestment,INF247L01320,INF247L01304,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124316,Motilal Oswal Mutual Fund,Motilal Oswal Ultra Short Term Fund - Direct Plan - Reinvestment,,INF247L01346,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund
124317,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124318,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Direct Plan - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124319,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124320,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124321,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 38 - DIRECT PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124323,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 38 - DIRECT PLAN - GROWTH,,,Close Ended Schemes,Income
124324,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 38 - REGULAR PLAN - GROWTH,,,Close Ended Schemes,Income
124325,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 38 - REGULAR PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124329,L&T Mutual Fund,L&T FMP Series - VIII-Plan I - Growth Option - Regular Plan,,,Close Ended Schemes,Income
124330,L&T Mutual Fund,L&T FMP Series - VIII-Plan I-Growth Option-Direct Plan,,,Close Ended Schemes,Income
124332,L&T Mutual Fund,L&T FMP Series - VIII-Plan I-Dividend Option - Regular Plan,,,Close Ended Schemes,Income
124333,Reliance Mutual Fund,Reliance Interval Fund I - Half yearly Interval Fund - Series 2-Dividend Payout option,,,Close Ended Schemes,Income
124334,Reliance Mutual Fund,Reliance Interval Fund I - Half yearly Interval Fund - Series 2-Direct Plan -Dividend Payout Option,,,Close Ended Schemes,Income
124335,Reliance Mutual Fund,Reliance Interval Fund I - Half yearly Interval Fund - Series 2-Direct Plan -Growth Plan,,,Close Ended Schemes,Income
124336,Reliance Mutual Fund,Reliance Interval Fund I - Half yearly Interval Fund - Series 2-Growth Plan,,,Close Ended Schemes,Income
124337,Reliance Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124338,Reliance Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124339,Reliance Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Growth Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124340,Reliance Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Dividend Payout Option,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124341,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Direct Option-Dividend Option,,,Close Ended Schemes,Income
124342,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Direct Option-Flexi Option,,,Close Ended Schemes,Income
124343,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Direct Option-Growth Option,,,Close Ended Schemes,Income
124344,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Direct Option-Quarterly Dividend Option,,,Close Ended Schemes,Income
124345,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Regular Option-Dividend Option,,,Close Ended Schemes,Income
124346,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Regular Option-Flexi Option,,,Close Ended Schemes,Income
124347,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Regular Option-Growth Option,,,Close Ended Schemes,Income
124348,HDFC Mutual Fund,HDFC FMP 370D September 2013 (2)-Regular Option-Quarterly Dividend Option,,,Close Ended Schemes,Income
124349,HDFC Mutual Fund,HDFC CPO - I - 36M September 2013 - Regular Option - Growth Option,,,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan
124350,HDFC Mutual Fund,HDFC CPO - I - 36M September 2013 - Direct Option - Growth Option,,,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan
124351,HDFC Mutual Fund,HDFC CPO - I - 36M September 2013 -  Direct Option - Dividend Option,,,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan
124352,HDFC Mutual Fund,HDFC CPO - I - 36M September 2013 - Regular Option - Dividend Option,,,112659;INF090I01403;-;Franklin India Fixed Tenure Fund - Series XII - Plan C,5 Year Plan
124353,LIC Mutual Fund,LIC MF CAPITAL PROTECTION ORIENTED FUND SERIES 1 - REGULAR PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124354,LIC Mutual Fund,LIC MF CAPITAL PROTECTION ORIENTED FUND SERIES 1 - REGULAR PLAN - GROWTH,,,Close Ended Schemes,Income
124355,LIC Mutual Fund,LIC MF CAPITAL PROTECTION ORIENTED FUND SERIES 1 - DIRECT PLAN - DIVIDEND PAYOUT,,,Close Ended Schemes,Income
124356,LIC Mutual Fund,LIC MF CAPITAL PROTECTION ORIENTED FUND SERIES 1 - DIRECT PLAN - GROWTH,,,Close Ended Schemes,Income
124357,HDFC Mutual Fund,HDFC FMP 90D September 2013 (1) - Regular Option - Growth Option,,,Close Ended Schemes,Income
124358,HDFC Mutual Fund,HDFC FMP 90D September 2013 (1) - Direct Option - Dividend Option,,,Close Ended Schemes,Income
124359,HDFC Mutual Fund,HDFC FMP 90D September 2013 (1) - Regular Option - Dividend Option,,,Close Ended Schemes,Income
124360,HDFC Mutual Fund,HDFC FMP 90D September 2013 (1) - Direct Option - Growth Option,,,Close Ended Schemes,Income
124361,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124362,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124363,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Dividend,,,Close Ended Schemes,Income
124364,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Direct Plan - Dividend,,,Close Ended Schemes,Income
124365,IDBI Mutual Fund,IDBI FMP - Series III - 564 days (September 2013) - L Growth Regular,,,Close Ended Schemes,Income
124366,IDBI Mutual Fund,IDBI FMP - Series III - 564 days (September 2013) - L Growth Direct,,,Close Ended Schemes,Income
124367,IDBI Mutual Fund,IDBI FMP - Series III - 564 days (September 2013) - L Dividend Regular,,,Close Ended Schemes,Income
124368,IDBI Mutual Fund,IDBI FMP - Series III - 564 days (September 2013) - L Dividend Direct,,,Close Ended Schemes,Income
124369,SBI Mutual Fund,SBI DEBT FUND SERIES - 366 DAYS - 39 - DIRECT PLAN - DIVIDEND,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124370,SBI Mutual Fund,SBI DEBT FUND SERIES - 366 DAYS - 39 - DIRECT PLAN - GROWTH,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124372,SBI Mutual Fund,SBI DEBT FUND SERIES - 366 DAYS - 39 - REGULAR PLAN - GROWTH,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124374,SBI Mutual Fund,SBI DEBT FUND SERIES - 36 MONTHS - 6 - DIRECT PLAN - GROWTH,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124375,SBI Mutual Fund,SBI DEBT FUND SERIES - 36 MONTHS - 6 - REGULAR PLAN - DIVIDEND,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124376,SBI Mutual Fund,SBI DEBT FUND SERIES - 36 MONTHS - 6 - REGULAR PLAN - GROWTH,,,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days
124377,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Regular Plan_Half Yearly Dividend,,,Close Ended Schemes,Income
124378,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Direct Plan_Growth,,,Close Ended Schemes,Income
124380,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Direct Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124381,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Direct Plan_Half Yearly Dividend,,,Close Ended Schemes,Income
124384,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Regular Plan_Growth,,,Close Ended Schemes,Income
124385,IDFC Mutual Fund,IDFC FTP - Series 35 (732 days)-Regular Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124388,IDFC Mutual Fund,IDFC FTP - Series 36-Regular Plan_Periodic Dividend,,,Close Ended Schemes,Income
124390,IDFC Mutual Fund,IDFC FTP - Series 36-Regular Plan_Growth,,,Close Ended Schemes,Income
124391,IDFC Mutual Fund,IDFC FTP - Series 36-Direct Plan_Growth,,,Close Ended Schemes,Income
124392,IDFC Mutual Fund,IDFC FTP - Series 36-Direct Plan_Periodic Dividend,,,Close Ended Schemes,Income
124393,Kotak Mahindra Mutual Fund,Kotak FMP Series 119 (370 Days) - Direct Growth,,,Close Ended Schemes,Income
124394,Kotak Mahindra Mutual Fund,Kotak FMP Series 119 (370 Days) - Dividend,,,Close Ended Schemes,Income
124395,Kotak Mahindra Mutual Fund,Kotak FMP Series 119 (370 Days) - Direct Dividend,,,Close Ended Schemes,Income
124396,Kotak Mahindra Mutual Fund,Kotak FMP Series 119 (370 Days) - Growth,,,Close Ended Schemes,Income
124397,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124398,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124399,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Cumulative,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124400,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Dividend,,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1
124401,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HX (91 days) - Direct Plan-Dividend,,,Close Ended Schemes,Income
124402,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HX (91 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124403,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HX (91 days) - Regular Plan-Dividend,,,Close Ended Schemes,Income
124404,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series HX (91 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124405,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Direct Plan-Normal Dividend,,,Close Ended Schemes,Income
124406,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Normal Dividend,,,Close Ended Schemes,Income
124407,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124408,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124410,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124427,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Direct Plan_Growth,,,Close Ended Schemes,Income
124429,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Regular Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124430,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Direct Plan_Periodic Dividend,,,Close Ended Schemes,Income
124431,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Regular Plan_Growth,,,Close Ended Schemes,Income
124433,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Direct Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124434,IDFC Mutual Fund,IDFC FTP - Series 38 (166 days)- Regular Plan_Periodic Dividend,,,Close Ended Schemes,Income
124435,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan-Series F-Plan A- Dividend Payout,,,Close Ended Schemes,Income
124436,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan-Series F-Plan B (Direct) -Growth,,,Close Ended Schemes,Income
124437,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan-Series F-Plan B (Direct) -Dividend Payout,,,Close Ended Schemes,Income
124438,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan-Series F-Plan A- Growth,,,Close Ended Schemes,Income
124440,IDFC Mutual Fund,IDFC FTP - Series 39 (506 days)- Direct Plan_Growth,,,Close Ended Schemes,Income
124441,IDFC Mutual Fund,IDFC FTP - Series 39(506 days)- Regular Plan_Half Yearly Dividend,,,Close Ended Schemes,Income
124442,IDFC Mutual Fund,IDFC FTP - Series 39 (506 days)- Regular Plan_Growth,,,Close Ended Schemes,Income
124446,IDFC Mutual Fund,IDFC FTP - Series 39 (506 days)- Direct Plan_Quarterly Dividend,,,Close Ended Schemes,Income
124449,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan -Series G- Plan A- Growth,,,Close Ended Schemes,Income
124450,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan -Series G- Plan A- Dividend Payout,,,Close Ended Schemes,Income
124451,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan -Series G-Plan B (Direct)- Growth,,,Close Ended Schemes,Income
124452,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan -Series G -Plan B (Direct) -Dividend Payout,,,Close Ended Schemes,Income
124459,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series IA (1099 days) - Regular Plan-Quarterly Dividend,,,Close Ended Schemes,Income
124460,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series IA (1099 days) - Regular Plan-Growth,,,Close Ended Schemes,Income
124461,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series IA (1099 days) - Direct Plan-Growth,,,Close Ended Schemes,Income
124462,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series IA (1099 days) - Regular Plan-Normal Dividend,,,Close Ended Schemes,Income
124463,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series IB (91 days) - Direct Plan-Normal Dividend,,,Close Ended Schemes,Income
