SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
127456,DSP Mutual Fund,DSP BlackRock FMP - Series 148 - 12M (Maturity Date 06-Jun-2017) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127457,DSP Mutual Fund,DSP BlackRock FMP - Series 148 - 12M (Maturity Date 06-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127459,DSP Mutual Fund,DSP BlackRock FMP - Series 148 - 12M (Maturity Date 06-Jun-2017) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127465,UTI Mutual Fund,UTI FTIF Series XVII - XIII (369 DAYS)-Quarterly Div Option,,Close Ended,Income,Income,Other,Other,
127466,UTI Mutual Fund,UTI FTIF Series XVII - XIII (369 DAYS)-Quarterly Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127469,UTI Mutual Fund,UTI FTIF Series XVII - XIII (369 DAYS)-Flexi Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127470,Bandhan Mutual Fund,Bandhan Banking and PSU Debt Fund,,Open Ended,Income/Debt Orienteds,Banking and PSU Debt Fund,Other,Other,
127471,Bandhan Mutual Fund,Bandhan Banking and PSU Debt Fund,,Open Ended,Income/Debt Orienteds,Banking and PSU Debt Fund,Other,Other,
127472,DSP Mutual Fund,DSP BlackRock FTP - Series 38 - 25M - Direct Plan - Growth Option (Maturity Date 17-Apr-2017),,Close Ended,Income,Income,Direct,Growth,
127473,DSP Mutual Fund,DSP BlackRock FTP - Series 38 - 25M - Direct Plan - Dividend Payout Option (Maturity Date 17-Apr-2017),,Close Ended,Income,Income,Direct,IDCW,
127474,DSP Mutual Fund,DSP BlackRock FTP - Series 38 - 25M - Regular Plan - Dividend Payout Option ( Maturity Date 17-Apr-2017),,Close Ended,Income,Income,Regular,IDCW,
127475,DSP Mutual Fund,DSP BlackRock FTP - Series 38 - 25M - Regular Plan - Growth Option (Maturity Date 17-Apr-2017),,Close Ended,Income,Income,Regular,Growth,
127477,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127478,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Direct Plan - Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127479,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127480,Invesco Mutual Fund,Invesco India Fixed Maturity Plan - Series 22 - Plan L (14 Months) - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127481,Invesco Mutual Fund,Invesco India Fixed Maturity Plan - Series 22 - Plan L (14 Months) - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127483,Invesco Mutual Fund,Religare Invesco Fixed Maturity Plan - Series 22 - Plan L (14 Months) - Regular Plan - Dividend Payout Option,,Close Ended,Income,Income,Regular,IDCW,
127484,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Direct Plan-Normal Dividend,,Close Ended,Income,Income,Direct,IDCW,
127486,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127487,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Normal Dividend,,Close Ended,Income,Income,Regular,IDCW,
127488,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127489,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KD (1143 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127490,IDFC Mutual Fund,IDFC FTP S-75(1170 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127494,IDFC Mutual Fund,IDFC FTP S-75(1170 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127498,Tata Mutual Fund,Tata FMP Series 46 Scheme P - Plan A -Growth Option,,Close Ended,Income,Income,Other,Growth,
127499,Tata Mutual Fund,Tata FMP Series 46 Scheme P - Plan A -Dividend Option ( Payout),,Close Ended,Income,Income,Other,IDCW,
127500,Tata Mutual Fund,Tata FMP Series 46 Scheme P - Direct Plan -Growth Option,,Close Ended,Income,Income,Direct,Growth,
127501,Tata Mutual Fund,Tata FMP Series 46 Scheme P - Direct Plan - Dividend Option ( Payout),,Close Ended,Income,Income,Direct,IDCW,
127502,Axis Mutual Fund,Axis Yearly Interval Fund - Series 1 - Regular Plan - Growth,,Interval Fund,Income,Income,Regular,Growth,
127503,Axis Mutual Fund,Axis Yearly Interval Fund- Series 1 - Regular Plan - Dividend,,Interval Fund,Income,Income,Regular,IDCW,Annual
127504,Axis Mutual Fund,Axis Yearly Interval Fund - Series 1 - Direct Plan - Growth,,Interval Fund,Income,Income,Direct,Growth,
127507,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 51 - DIRECT PLAN -GROWTH,,Close Ended,Income,Income,Direct,Growth,
127509,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 51 - REGULAR PLAN -GROWTH,,Close Ended,Income,Income,Regular,Growth,
127518,IDBI Mutual Fund,IDBI FMP - Series IV - 90 Days (February 2014) - D Dividend Direct,,Close Ended,Income,Income,Direct,IDCW,
127519,IDBI Mutual Fund,IDBI FMP - Series IV - 90 Days (February 2014) - D Dividend Regular,,Close Ended,Income,Income,Regular,IDCW,
127520,IDBI Mutual Fund,IDBI FMP - Series IV - 90 Days (February 2014) - D Growth Direct,,Close Ended,Income,Income,Direct,Growth,
127521,IDBI Mutual Fund,IDBI FMP - Series IV - 90 Days (February 2014) - D Growth Regular,,Close Ended,Income,Income,Regular,Growth,
127522,Nippon India Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund V - Plan C,INF204KA1IW3,Close Ended,Income,Income,Other,Other,
127523,Nippon India Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund V - Plan C,INF204KA1IX1,Close Ended,Income,Income,Other,Other,
127524,Nippon Life India Asset Management Limited,Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Direct Plan -Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127525,Nippon India Mutual Fund,Reliance Dual Advantage Fixed Tenure Fund V - Plan C,INF204KA1IV5,Close Ended,Income,Income,Other,Other,
127529,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 52 - REGULAR PLAN -GROWTH,,Close Ended,Income,Income,Regular,Growth,
127530,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 52 - DIRECT PLAN -GROWTH,,Close Ended,Income,Income,Direct,Growth,
127532,Deutsche Mutual Fund,DWS FIXED MATURITY PLAN - SERIES 52 - REGULAR PLAN -REGULAR DIVIDEND,,Close Ended,Income,Income,Regular,IDCW,
127534,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 19 - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127535,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 19 - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127536,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 26 - Direct Plan - Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127537,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 26,INF204KA1IZ6,Close Ended,Income,Income,Other,Other,
127538,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 26,INF204KA1JB5,Close Ended,Income,Income,Other,Other,
127539,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 26 - Dividend Payout Option,,Close Ended,Income,Income,Other,IDCW,
127540,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 27,INF204KA1JD1,Close Ended,Income,Income,Other,Other,
127541,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 27,INF204KA1JF6,Close Ended,Income,Income,Other,Other,
127542,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 27,INF204KA1JG4,Close Ended,Income,Income,Other,Other,
127543,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 27,INF204KA1JE9,Close Ended,Income,Income,Other,Other,
127544,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 28,INF204KA1JI0,Close Ended,Income,Income,Other,Other,
127545,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 28,INF204KA1JK6,Close Ended,Income,Income,Other,Other,
127546,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 28,INF204KA1JH2,Close Ended,Income,Income,Other,Other,
127547,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 28,INF204KA1JJ8,Close Ended,Income,Income,Other,Other,
127548,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127549,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127550,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127551,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127552,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127553,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127554,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127555,HDFC Mutual Fund,HDFC FMP 369D February 2014 (2) - Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127556,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Direct Option-Flexi Option,,Close Ended,Income,Income,Direct,Other,
127557,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Direct Option-Growth Option,,Close Ended,Income,Income,Direct,Growth,
127558,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Direct Option-Quarterly Dividend Option,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127559,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Regular Option-Dividend Option,,Close Ended,Income,Income,Regular,IDCW,
127560,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Regular Option-Growth Option,,Close Ended,Income,Income,Regular,Growth,
127561,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Regular Option-Quarterly Dividend Option,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127562,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Direct Option-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127563,HDFC Mutual Fund,HDFC FMP 793D February 2014 (1) - Regular Option-Flexi Option,,Close Ended,Income,Income,Regular,Other,
127564,IDBI Mutual Fund,IDBI FMP - Series IV - 366 Days (February 2014) - E Dividend Direct,,Close Ended,Income,Income,Direct,IDCW,
127565,IDBI Mutual Fund,IDBI FMP - Series IV - 366 Days (February 2014) - E Dividend Regular,,Close Ended,Income,Income,Regular,IDCW,
127566,IDBI Mutual Fund,IDBI FMP - Series IV - 366 Days (February 2014) - E Growth Direct,,Close Ended,Income,Income,Direct,Growth,
127567,IDBI Mutual Fund,IDBI FMP - Series IV - 366 Days (February 2014) - E Growth Regular,,Close Ended,Income,Income,Regular,Growth,
127568,Axis Mutual Fund,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127569,Axis Mutual Fund,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Dividend,,Close Ended,Income,Income,Regular,IDCW,
127570,Axis Mutual Fund,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127571,Axis Mutual Fund,Axis Fixed Term Plan - Series 57 (397 Days) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127574,IDBI Mutual Fund,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Regular,,Close Ended,Income,Income,Regular,Growth,
127575,IDBI Mutual Fund,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Regular,,Close Ended,Income,Income,Regular,IDCW,
127576,IDBI Mutual Fund,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Direct,,Close Ended,Income,Income,Direct,Growth,
127577,IDBI Mutual Fund,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Direct,,Close Ended,Income,Income,Direct,IDCW,
127578,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 29 - Growth Option,,Close Ended,Income,Income,Other,Growth,
127579,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 29 - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127580,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 29 - Dividend Payout Option,,Close Ended,Income,Income,Other,IDCW,
127581,Reliance Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 29 - Direct Plan - Dividend Payout Option,,Close Ended,Income,Income,Direct,IDCW,
127589,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127590,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Normal Dividend,,Close Ended,Income,Income,Regular,IDCW,
127591,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127592,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127593,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Normal Dividend,,Close Ended,Income,Income,Direct,IDCW,
127594,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127596,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127597,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Normal Dividend,,Close Ended,Income,Income,Regular,IDCW,
127598,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127599,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Normal Dividend,,Close Ended,Income,Income,Direct,IDCW,
127600,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Normal Dividend,,Close Ended,Income,Income,Regular,IDCW,
127601,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127603,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
127604,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
127606,DSP Mutual Fund,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Dividend Payout - Regular Payout,,Close Ended,Income,Income,Direct,IDCW,
127607,DSP Mutual Fund,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127608,DSP Mutual Fund,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127609,DSP Mutual Fund,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Regular Payout,,Close Ended,Income,Income,Regular,IDCW,
127610,DSP Mutual Fund,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127611,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 32 - Regular Plan - Growth Option,,Close Ended,Income,Income,Regular,Growth,
127613,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 32 - Direct Plan - Growth Option,,Close Ended,Income,Income,Direct,Growth,
127614,JPMorgan Mutual Fund,JPMorgan India Fixed Maturity Plan - Series 32 - Direct Plan - Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
127615,IIFCL Asset Management Co. Ltd.,IIFCL MUTUAL FUND INFRASTRUCTURE DEBT FUND SERIES I,INF017Q01011,Close Ended,Income,Income,Other,Other,
127616,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Direct Plan - Dividend,,Close Ended,Income,Income,Direct,IDCW,
127617,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A,INF109KA18Z0,Close Ended,Income,Income,Other,Other,
127618,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A,INF109KB1011,Close Ended,Income,Income,Other,Other,
127619,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A,INF109KA19Z8,Close Ended,Income,Income,Other,Other,
127621,PRINCIPAL Mutual Fund,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-REGULAR PLAN-GROWTH,,Close Ended,Income,Income,Regular,Growth,
127622,PRINCIPAL Mutual Fund,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-DIRECT PLAN-DIVIDEND PAYOUT,,Close Ended,Income,Income,Direct,IDCW,
127623,PRINCIPAL Mutual Fund,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-DIRECT PLAN-GROWTH,,Close Ended,Income,Income,Direct,Growth,
127624,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series K -Plan B (Direct) -Dividend Payout,,Close Ended,Income,Income,Direct,IDCW,
127625,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series K- Plan A- Dividend Payout,,Close Ended,Income,Income,Other,IDCW,
127626,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series K- Plan A- Growth,,Close Ended,Income,Income,Other,Growth,
127627,Baroda Pioneer Mutual Fund,Baroda Pioneer Fixed Maturity Plan Series K -Plan B (Direct)- Growth,,Close Ended,Income,Income,Direct,Growth,
127628,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 3,INF109KA1OE5,Close Ended,Growth,Growth,Other,Other,
127629,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund - Series 3,INF109KA1OD7,Close Ended,Growth,Growth,Other,Other,
127633,UTI Mutual Fund,UTI FTIF Series XVII -XIV (423 DAYS)-Annual Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127637,UTI Mutual Fund,UTI FTIF Series XVII -XIV (423 DAYS)-Quarterly Div Option - Direct,,Close Ended,Income,Income,Direct,Other,
127650,Kotak Mahindra Mutual Fund,Kotak FMP Series 142 (420 Days),INF174K01K86,Close Ended,Income,Income,Other,Other,
127651,Kotak Mahindra Mutual Fund,Kotak FMP Series 142 (420 Days),INF174K01L10,Close Ended,Income,Income,Other,Other,
127652,Kotak Mahindra Mutual Fund,Kotak FMP Series 142 (420 Days),,Close Ended,Income,Income,Other,Other,
127653,Kotak Mahindra Asset Management Company Limited.,Kotak FMP Series 142 (420 Days) - Direct Dividend,,Close Ended,Income,Income,Direct,IDCW,
127663,DSP Mutual Fund,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127664,DSP Mutual Fund,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Regular Payout,,Close Ended,Income,Income,Regular,IDCW,
127665,DSP Mutual Fund,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Growth,,Close Ended,Income,Income,Regular,Growth,
127667,DSP Mutual Fund,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Direct Plan - Growth,,Close Ended,Income,Income,Direct,Growth,
127668,Sundaram Mutual Fund,Sundaram Select Micro Cap Series IV - Direct Plan - Dividend Option,,Close Ended,Growth,Growth,Direct,IDCW,
127669,Sundaram Mutual Fund,Sundaram Select Micro Cap Series IV - Direct Plan - Growth Option,,Close Ended,Growth,Growth,Direct,Growth,
127670,Sundaram Mutual Fund,Sundaram Select Micro Cap Series IV - Regular Plan - Dividend Option,,Close Ended,Growth,Growth,Regular,IDCW,
127671,Sundaram Mutual Fund,Sundaram Select Micro Cap Series IV - Regular Plan - Growth Option,,Close Ended,Growth,Growth,Regular,Growth,
127672,IDFC Mutual Fund,IDFC FTP S-76(366 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127673,IDFC Mutual Fund,IDFC FTP S-76(366 Days)_Regular Plan_Quarterly Dividend,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127676,IDFC Mutual Fund,IDFC FTP S-76(366 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127678,IDFC Mutual Fund,IDFC FTP S-76(366 Days)_Direct Plan_Quarterly Dividend,,Close Ended,Income,Income,Direct,IDCW,Quarterly
127684,IDFC Mutual Fund,IDFC FTP S-77(1170 Days)_Regular Plan_Growth,,Close Ended,Income,Income,Regular,Growth,
127687,IDFC Mutual Fund,IDFC FTP S-77(1170 Days)_Direct Plan_Growth,,Close Ended,Income,Income,Direct,Growth,
127690,Sundaram Mutual Fund,Sundaram Fixed Term Plan FA Regular Plan Growth,,Close Ended,Income,Income,Regular,Growth,
127692,Sundaram Mutual Fund,Sundaram Fixed Term Plan FA Direct Plan Growth,,Close Ended,Income,Income,Direct,Growth,
127695,Sundaram Mutual Fund,Sundaram Fixed Term Plan FB Regular Plan Growth,,Close Ended,Income,Income,Regular,Growth,
127697,Sundaram Mutual Fund,Sundaram Fixed Term Plan FB Regular Plan Quarterly Dividend Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127698,Sundaram Mutual Fund,Sundaram Fixed Term Plan FB Direct Plan Growth,,Close Ended,Income,Income,Direct,Growth,
127706,Sundaram Mutual Fund,Sundaram Fixed Term Plan FD Direct Plan Half Yearly Dividend Payout,,Close Ended,Income,Income,Direct,IDCW,Annual
127708,Sundaram Mutual Fund,Sundaram Fixed Term Plan FD Regular Plan Growth,,Close Ended,Income,Income,Regular,Growth,
127709,Sundaram Mutual Fund,Sundaram Fixed Term Plan FD Regular Plan Half Yearly Dividend Payout,,Close Ended,Income,Income,Regular,IDCW,Annual
127710,Sundaram Mutual Fund,Sundaram Fixed Term Plan FD Regular Plan Quarterly Dividend Payout,,Close Ended,Income,Income,Regular,IDCW,Quarterly
127711,Sundaram Mutual Fund,Sundaram Fixed Term Plan FD Direct Plan Growth,,Close Ended,Income,Income,Direct,Growth,
127712,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B,INF109KA16Z4,Close Ended,Income,Income,Other,Other,
127713,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Direct Plan - Dividend,,Close Ended,Income,Income,Direct,IDCW,
127714,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B,INF109KA14Z9,Close Ended,Income,Income,Other,Other,
127715,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Dividend,,Close Ended,Income,Income,Other,IDCW,
127716,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D,INF109KB1094,Close Ended,Income,Income,Other,Other,
127717,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D,INF109KB1078,Close Ended,Income,Income,Other,Other,
127718,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D,INF109KB1086,Close Ended,Income,Income,Other,Other,
127719,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Direct Plan - Dividend,,Close Ended,Income,Income,Direct,IDCW,
127720,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,INF109KB1BN2,Close Ended,Income,Income,Other,Other,
127721,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,INF109KB1BO0,Close Ended,Income,Income,Other,Other,
127722,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C,INF109KB1BP7,Close Ended,Income,Income,Other,Other,
127724,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 73 - 1140 Days Plan E,INF109KA1OX5,Close Ended,Income,Income,Other,Other,
127725,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 73 - 1140 Days Plan E,INF109KA1OY3,Close Ended,Income,Income,Other,Other,
127726,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 73 - 1140 Days Plan E,INF109KA1OV9,Close Ended,Income,Income,Other,Other,
127727,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 73 - 1140 Days Plan E,INF109KA1OW7,Close Ended,Income,Income,Other,Other,
127728,HSBC Mutual Fund,HSBC Fixed Term Series 106 - Growth Option,,Close Ended,Income,Income,Other,Growth,
127729,HSBC Mutual Fund,HSBC Fixed Term Series 106 - Dividend Option,,Close Ended,Income,Income,Other,IDCW,
127730,HSBC Mutual Fund,HSBC Fixed Term Series 106 - Direct Plan Growth Option,,Close Ended,Income,Income,Direct,Growth,
127732,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 30,INF204KA1JP5,Close Ended,Income,Income,Other,Other,
127733,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 30,INF204KA1JQ3,Close Ended,Income,Income,Other,Other,
127734,Nippon India Mutual Fund,Reliance Fixed Horizon Fund - XXV - Series 30,INF204KA1JS9,Close Ended,Income,Income,Other,Other,
