SchemeCode,AMC,SchemeName,ISIN,SchemeType,Category,SubCategory,PlanType,PlanOption,IDCW_Frequency
145397,Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund,INF955L01HG5,Open Ended,Hybrids,Balanced Advantage Fund/ Dynamic Asset Allocation,Other,Other,
145399,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145400,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,INF109KC1NA3,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145401,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,INF109KC1NB1,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145402,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,INF109KC1NF2,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145403,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,INF109KC1NH8,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145404,ICICI Prudential Mutual Fund,ICICI Prudential Ultra Short term Fund,,Open Ended,Debt,Ultra Short Duration Fund,Other,Other,
145405,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX - Series 14,INF204KB1N19,Close Ended,Income,Income,Other,Other,
145406,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX - Series 14,INF204KB1N35,Close Ended,Income,Income,Other,Other,
145407,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX - Series 14,INF204KB1N27,Close Ended,Income,Income,Other,Other,
145408,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund XXXIX - Series 14,INF204KB1N01,Close Ended,Income,Income,Other,Other,
145409,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RL (1254 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
145410,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RL (1254 days) -Regular - Payout of IDCW,,Close Ended,Income,Income,Regular,IDCW,
145412,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RL (1254 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
145415,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),INF789F1ADL8,Close Ended,Income,Income,Other,Other,
145419,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),INF789F1ADG8,Close Ended,Income,Income,Other,Other,
145422,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),INF789F1ADM6,Close Ended,Income,Income,Other,Other,
145423,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),INF789F1ADI4,Close Ended,Income,Income,Other,Other,
145424,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-X (1267 Days),INF789F1ADH6,Close Ended,Income,Income,Other,Other,
145425,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB12U5,Close Ended,Income,Income,Other,Other,
145426,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB11U7,Close Ended,Income,Income,Other,Other,
145427,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB13U3,Close Ended,Income,Income,Other,Other,
145428,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB15U8,Close Ended,Income,Income,Other,Other,
145429,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB14U1,Close Ended,Income,Income,Other,Other,
145430,HDFC Mutual Fund,HDFC FMP 1265D October 2018 (1),INF179KB16U6,Close Ended,Income,Income,Other,Other,
145431,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,INF109KC1NL0,Close Ended,Income,Income,Other,Other,
145432,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,INF109KC1NJ4,Close Ended,Income,Income,Other,Other,
145433,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Quarterly Dividend Option,INF109KC1NM8,Close Ended,Income,Income,Direct,IDCW,Quarterly
145434,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,INF109KC1NK2,Close Ended,Income,Income,Other,Other,
145435,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Half Yearly Dividend Option,INF109KC1NN6,Close Ended,Income,Income,Direct,IDCW,Annual
145436,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M,INF109KC1NI6,Close Ended,Income,Income,Other,Other,
145437,Kotak Mahindra Mutual Fund,Kotak Quarterly Interval Plan Sr. 12,INF174KA1889,Interval Fund,Income,Income,Other,Other,
145438,Kotak Mahindra Asset Management Company Limited.,Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Reinvestment,INF147KA1871,Interval Fund,Income,Income,Regular,IDCW,Reinvestment
145439,Kotak Mahindra Asset Management Company Limited.,kotak Quarterly Interval Plan Series 12-Direct Plan- Growth,INF174KA1905,Interval Fund,Income,Income,Direct,Growth,
145440,Kotak Mahindra Mutual Fund,Kotak Quarterly Interval Plan Sr. 12,INF174KA1913,Interval Fund,Income,Income,Other,Other,
145441,Kotak Mahindra Mutual Fund,Kotak Quarterly Interval Plan Sr. 12,INF174KA1863,Interval Fund,Income,Income,Other,Other,
145442,Kotak Mahindra Asset Management Company Limited.,Kotak Quarterly Interval Plan Series 12-Direct Plan-Dividend Payout,INF174KA1897,Interval Fund,Income,Income,Direct,IDCW,Quarterly
145443,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5,INF109KC1NQ9,Close Ended,Growth,Growth,Other,Other,
145444,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5,INF109KC1NR7,Close Ended,Growth,Growth,Other,Other,
145445,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5,INF109KC1NP1,Close Ended,Growth,Growth,Other,Other,
145446,ICICI Prudential Mutual Fund,ICICI Prudential Bharat Consumption Fund - Series 5,INF109KC1NO4,Close Ended,Growth,Growth,Other,Other,
145453,DSP Mutual Fund,DSP Healthcare Fund,INF740KA1LE6,Open Ended,Equitys,Sectoral Fund,Other,Other,
145454,DSP Mutual Fund,DSP Healthcare Fund,INF740KA1LG1,Open Ended,Equitys,Sectoral Fund,Other,Other,
145455,DSP Mutual Fund,DSP Healthcare Fund,INF740KA1LH9,Open Ended,Equitys,Sectoral Fund,Other,Other,
145456,DSP Mutual Fund,DSP Healthcare Fund,INF740KA1LD8,Open Ended,Equitys,Sectoral Fund,Other,Other,
145457,HDFC Asset Management Company Limited,HDFC FMP 1260D October 2018(1)-Direct Plan-Dividend Option,,Close Ended,Income,Income,Direct,IDCW,
145458,HDFC Mutual Fund,HDFC FMP 1260D October 2018 (1),INF179KB15V6,Close Ended,Income,Income,Other,Other,
145459,HDFC Asset Management Company Limited,HDFC FMP 1260D October 2018(1)-Dividend Option,,Close Ended,Income,Income,Other,IDCW,
145460,HDFC Asset Management Company Limited,HDFC FMP 1260D October 2018(1)-Quarterly Dividend Option,,Close Ended,Income,Income,Other,IDCW,Quarterly
145461,HDFC Mutual Fund,HDFC FMP 1260D October 2018 (1),INF179KB13V1,Close Ended,Income,Income,Other,Other,
145462,HDFC Mutual Fund,HDFC FMP 1260D October 2018 (1),INF179KB16V4,Close Ended,Income,Income,Other,Other,
145467,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
145468,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 days) - Regular - Payout of IDCW,,Close Ended,Income,Income,Regular,IDCW,
145469,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 days) - Direct Plan-Growth,,Close Ended,Income,Income,Direct,Growth,
145470,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 days) - Direct - Payout of IDCW,,Close Ended,Income,Income,Direct,IDCW,
145471,Union Mutual Fund,Union Value Fund,INF582M01EO6,Open Ended,Equity,Value Fund,Other,Other,
145472,Union Mutual Fund,Union Value Fund,INF582M01EQ1,Open Ended,Equity,Value Fund,Other,Other,
145473,Union Mutual Fund,Union Value Fund,INF582M01EK4,Open Ended,Equity,Value Fund,Other,Other,
145474,Union Mutual Fund,Union Value Fund,INF582M01EM0,Open Ended,Equity,Value Fund,Other,Other,
145475,Sundaram Mutual Fund,Sundaram Equity Savings Fund Regular Plan - Growth,,Open Ended,Hybrid,Equity Savings,Regular,Growth,
145476,Sundaram Mutual Fund,Sundaram Equity Savings Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Hybrid,Equity Savings,Regular,IDCW,
145477,Sundaram Mutual Fund,Sundaram Equity Savings Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Hybrid,Equity Savings,Regular,IDCW,Reinvestment
145478,Sundaram Mutual Fund,Sundaram Equity Savings Fund Direct Plan - Growth,,Open Ended,Hybrid,Equity Savings,Direct,Growth,
145479,Sundaram Mutual Fund,Sundaram Equity Savings Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Hybrid,Equity Savings,Direct,IDCW,
145480,Sundaram Mutual Fund,Sundaram Equity Savings Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,Open Ended,Hybrid,Equity Savings,Direct,IDCW,Reinvestment
145481,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,INF209KB1ZC3,Open Ended,Debt,Overnight Fund,Other,Other,
145482,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,,Open Ended,Debt,Overnight Fund,Other,Other,
145483,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,,Open Ended,Debt,Overnight Fund,Other,Other,
145485,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,INF209KB1ZG4,Open Ended,Debt,Overnight Fund,Other,Other,
145486,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,INF209KB1ZH2,Open Ended,Debt,Overnight Fund,Other,Other,
145487,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,,Open Ended,Debt,Overnight Fund,Other,Other,
145488,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,INF209KB1ZL4,Open Ended,Debt,Overnight Fund,Other,Other,
145489,Aditya Birla Sun Life Mutual Fund,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,,Open Ended,Debt,Overnight Fund,Other,Other,
145491,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB10W5,Close Ended,Income,Income,Other,Other,
145492,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB19V8,Close Ended,Income,Income,Other,Other,
145493,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB11W3,Close Ended,Income,Income,Other,Other,
145494,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB13W9,Close Ended,Income,Income,Other,Other,
145495,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB12W1,Close Ended,Income,Income,Other,Other,
145496,HDFC Mutual Fund,HDFC FMP 1246D NOVEMBER 2018 (1),INF179KB14W7,Close Ended,Income,Income,Other,Other,
145505,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADV7,Close Ended,Income,Income,Other,Other,
145506,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADX3,Close Ended,Income,Income,Other,Other,
145507,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADY1,Close Ended,Income,Income,Other,Other,
145508,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADS3,Close Ended,Income,Income,Other,Other,
145510,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADR5,Close Ended,Income,Income,Other,Other,
145511,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADZ8,Close Ended,Income,Income,Other,Other,
145512,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADQ7,Close Ended,Income,Income,Other,Other,
145513,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADW5,Close Ended,Income,Income,Other,Other,
145514,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days),INF789F1ADU9,Close Ended,Income,Income,Other,Other,
145515,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,INF109KC1NX5,Close Ended,Income,Income,Other,Other,
145516,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,INF109KC1NV9,Close Ended,Income,Income,Other,Other,
145517,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,INF109KC1NY3,Close Ended,Income,Income,Other,Other,
145518,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Half Yearly Dividend Option,INF109KC1NZ0,Close Ended,Income,Income,Direct,IDCW,Annual
145519,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Half Yearly Dividend Option,INF109KC1NW7,Close Ended,Income,Income,Other,IDCW,Annual
145520,ICICI Prudential Mutual Fund,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N,INF109KC1NU1,Close Ended,Income,Income,Other,Other,
145521,ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days,INF109KC1PC4,Close Ended,Income,Income,Other,Other,
145522,ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days,INF109KC1PE0,Close Ended,Income,Income,Other,Other,
145523,ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days,INF109KC1PF7,Close Ended,Income,Income,Other,Other,
145524,ICICI Prudential Mutual Fund,ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days,INF109KC1PD2,Close Ended,Income,Income,Other,Other,
145525,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund - XXXIX- Series 15,INF204KB1N50,Close Ended,Income,Income,Other,Other,
145526,Nippon Life India Asset Management Limited,NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 15 - DIRECT Plan - IDCW Option,INF204KB1N76,Close Ended,Income,Income,Direct,IDCW,
145527,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund - XXXIX- Series 15,INF204KB1N43,Close Ended,Income,Income,Other,Other,
145528,Nippon India Mutual Fund,Nippon India Fixed Horizon Fund - XXXIX- Series 15,INF204KB1N68,Close Ended,Income,Income,Other,Other,
145529,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth,,Close Ended,Income,Income,Other,Growth,
145530,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct,,Close Ended,Income,Income,Direct,Growth,
145533,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW,,Close Ended,Income,Income,Other,IDCW,
145534,Franklin Templeton Mutual Fund,Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW,,Close Ended,Income,Income,Other,IDCW,
145535,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC17E3,Open Ended,Debt,Overnight Fund,Other,Other,
145536,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC11G1,Open Ended,Debt,Overnight Fund,Other,Other,
145537,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,,Open Ended,Debt,Overnight Fund,Other,Other,
145538,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC12F1,Open Ended,Debt,Overnight Fund,Other,Other,
145539,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC16G0,Open Ended,Debt,Overnight Fund,Other,Other,
145540,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC14F7,Open Ended,Debt,Overnight Fund,Other,Other,
145541,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC18G6,Open Ended,Debt,Overnight Fund,Other,Other,
145542,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC13G7,Open Ended,Debt,Overnight Fund,Other,Other,
145543,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC15F4,Open Ended,Debt,Overnight Fund,Other,Other,
145544,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC19G4,Open Ended,Debt,Overnight Fund,Other,Other,
145545,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC11H9,Open Ended,Debt,Overnight Fund,Other,Other,
145546,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC19F6,Open Ended,Debt,Overnight Fund,Other,Other,
145547,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,,Open Ended,Debt,Overnight Fund,Other,Other,
145548,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC19E9,Open Ended,Debt,Overnight Fund,Other,Other,
145549,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC17F0,Open Ended,Debt,Overnight Fund,Other,Other,
145550,ICICI Prudential Mutual Fund,ICICI Prudential Overnight Fund,INF109KC13H5,Open Ended,Debt,Overnight Fund,Other,Other,
145551,Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 Fund of Fund,INF247L01700,Open Ended,Other,FoF Domestic,Other,Other,
145552,Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 Fund of Fund,INF247L01718,Open Ended,Other,FoF Domestic,Other,Other,
145553,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AEF8,Close Ended,Income,Income,Other,Other,
145555,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AEA9,Close Ended,Income,Income,Other,Other,
145556,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AEC5,Close Ended,Income,Income,Other,Other,
145557,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AED3,Close Ended,Income,Income,Other,Other,
145558,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AEE1,Close Ended,Income,Income,Other,Other,
145561,UTI Mutual Fund,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days),INF789F1AEB7,Close Ended,Income,Income,Other,Other,
145563,Kotak Mahindra Asset Management Company Limited.,Kotak Yearly Interval Plan Series 1-Regular Plan-Growth Option,INF174KA1939,Interval Fund,Income,Income,Regular,Growth,
145564,Kotak Mahindra Asset Management Company Limited.,Kotak Yealy Interval Plan Series 1-Direct Plan-Dividend Payout,INF174KA1947,Interval Fund,Income,Income,Direct,IDCW,
145565,Kotak Mahindra Asset Management Company Limited.,Kotak Yearly Interval Plan Series 1-Direct Plan-Gwoth Option,INF174KA1954,Interval Fund,Income,Income,Direct,Other,
145566,Kotak Mahindra Asset Management Company Limited.,Kotak Yeraly Interval Plan Series 1-Regular Plan-Dividend Reinvestment Option,INF174KA1962,Interval Fund,Income,Income,Regular,IDCW,Reinvestment
145567,Kotak Mahindra Asset Management Company Limited.,Kotak Yeraly Interval Plan Series 1-Direct Plan-Dividend Reinvestment Option,INF174KA1970,Interval Fund,Income,Income,Direct,IDCW,Reinvestment
145568,Kotak Mahindra Asset Management Company Limited.,Kotak Yearly Interval Plan Series 1-Regular Plan-Dividend Payout,INF174KA1921,Interval Fund,Income,Income,Regular,IDCW,Annual
145569,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series RQ (1103 days) - Regular Plan-Growth,,Close Ended,Income,Income,Regular,Growth,
