SchemeCode,AMC,SchemeName,ISIN,ISINdivReinvestment,SchemeType,Category,SchemeNameCleaned,SchemeMinimumAmount,LaunchDate,ClosureDate
134506,UTI Asset Mgmt. Co. Ltd.,UTI Medium Term Fund - Direct Plan - Discontinued Flexi IDCW,INF789FB1KO5,INF789FB1KN7,Open Ended,Income/Debt Oriented Schemes - Medium Term Fund,UTI Medium Term Fund,Rs 5000 & in multiple of Rs 1 thereafter,25-Mar-2015,30-Mar-2015
134537,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Direct Plan Dividend Option,INF109KB1DI8,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A,5000,28-Apr-2015,
134538,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Dividend Option,INF109KB1DG2,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A,5000,28-Apr-2015,
134539,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Direct Plan Cumulative Option,INF109KB1DH0,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A,5000,28-Apr-2015,
134540,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A Cumulative Option,INF109KB1DF4,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1132 Days Plan A,5000,28-Apr-2015,
134541,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Direct Plan Cumulative Option,INF109KB1DD9,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C,5000,28-Apr-2015,
134542,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Dividend Option,INF109KB1DC1,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C,5000,28-Apr-2015,
134543,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Direct Plan Dividend Option,INF109KB1DE7,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C,5000,28-Apr-2015,
134544,ICICI Prudential Asset Management Company Limited,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Cumulative Option,INF109KB1DB3,,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C,5000,28-Apr-2015,
134545,Nippon Life India Asset Management Limited,Nippon India Banking and PSU Debt Fund- Growth Plan- Growth Option,INF204KA1T56,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134546,Nippon Life India Asset Management Limited,Nippon India Banking and PSU Debt Fund- Growth Plan- Bonus Option,INF204KA1T64,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134547,Nippon Life India Asset Management Limited,Nippon India Banking and PSU DEBT Fund- Direct Plan-Growth Plan- Growth Option,INF204KA1U53,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134548,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - IDCW Option,INF204KA1T72,INF204KA1T80,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134549,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - MONTHLY IDCW Option,INF204KA1U38,INF204KA1U46,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134550,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1V37,INF204KA1V45,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134551,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - QUARTERLY IDCW Option,INF204KA1T98,INF204KA1U04,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134552,Nippon Life India Asset Management Limited,Nippon India Banking and PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,INF204KA1U61,,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134553,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - WEEKLY IDCW Option,INF204KA1U12,INF204KA1U20,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134554,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and DEBT PSU FUND - Direct Plan - WEEKLY IDCW Option,INF204KA1V11,INF204KA1V29,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134555,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - Direct Plan - IDCW Option,INF204KA1U79,INF204KA1U87,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134556,Nippon Life India Asset Management Limited,NIPPON INDIA BANKING and PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1U95,INF204KA1V03,Open Ended,Income/Debt Oriented Schemes - Banking and PSU Debt Fund,Nippon India Banking and PSU Debt Fund,Rs. 5000/- and in multiples of Re. 1 thereafter,05-May-2015,
134565,Kotak Mahindra Asset Management Company Limited.,Kotak India Gorwth Fund - Series I - Regular Plan - Growth,INF174K01P24,,Close Ended,Growth,Kotak India Growth Fund - Series I,5000,13-Apr-2015,
134566,Kotak Mahindra Asset Management Company Limited.,Kotak India Gorwth Fund - Series I - Regular Plan - Dividend,INF174K01P32,,Close Ended,Growth,Kotak India Growth Fund - Series I,5000,13-Apr-2015,
134567,Kotak Mahindra Asset Management Company Limited.,Kotak India Gorwth Fund - Series I - Direct Plan - Growth,INF174K01P40,,Close Ended,Growth,Kotak India Growth Fund - Series I,5000,13-Apr-2015,
134568,Kotak Mahindra Asset Management Company Limited.,Kotak India Gorwth Fund - Series I - Direct Plan - Dividend,INF174K01P57,,Close Ended,Growth,Kotak India Growth Fund - Series I,5000,13-Apr-2015,
134575,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Direct Plan Cumulative Option,INF109KB1DP3,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C,5000,05-May-2015,
134576,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Direct Plan Dividend Option,INF109KB1DQ1,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C,5000,05-May-2015,
134573,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Cumulative Option,INF109KB1DN8,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C,5000,05-May-2015,
134574,ICICI Prudential Asset Management Company Limited,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C Dividend Option,INF109KB1DO6,,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 77 - 1473 Days Plan C,5000,05-May-2015,
134589,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Growth Option,INF204KA1V78,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 18,Rs 5000 and in multiples of Re. 1 thereafter,07-May-2015,
134590,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Dividend Payout Option,INF204KA1V86,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 18,Rs 5000 and in multiples of Re. 1 thereafter,07-May-2015,
134591,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 18- Dividend Payout Option,INF204KA1V60,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 18,Rs 5000 and in multiples of Re. 1 thereafter,07-May-2015,
134592,Nippon Life India Asset Management Limited,Reliance Fixed Horizon Fund XXVIII- Series 18- Growth Option,INF204KA1V52,,Close Ended,Income,Reliance Fixed Horizon Fund XXVIII- Series 18,Rs 5000 and in multiples of Re. 1 thereafter,07-May-2015,
134593,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund- Growth Plan- Growth Option,INF204KA1V94,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134594,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,INF204KA1W77,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134595,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,INF204KA1W85,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148279,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,INF204KB15S8,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148280,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,INF204KB16S6,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148281,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,INF204KB17S4,INF204KB18S2,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148282,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,INF204KB11T5,INF204KB12T3,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148273,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,INF204KB17R6,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148274,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,INF204KB18R4,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148275,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,INF204KB19R2,INF204KB10S9,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148276,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,INF204KB11S7,INF204KB12S5,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148277,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,INF204KB13S3,INF204KB14S1,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
148278,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,INF204KB19S0,INF204KB10T7,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147695,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,INF204KB18E2,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147696,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,INF204KB10F6,INF204KB11F4,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147697,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,INF204KB11E7,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147698,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,INF204KB12E5,INF204KB13E3,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147699,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,INF204KB14F8,INF204KB15F5,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147700,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,INF204KB19E0,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134602,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,INF204KA1W02,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147691,Nippon Life India Asset Management Limited,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,INF204KB10E9,,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147692,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,INF204KB14E1,INF204KB15E8,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147693,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,INF204KB16E6,INF204KB17E4,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
147694,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,INF204KB12F2,INF204KB13F0,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134596,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,INF204KA1W10,INF204KA1W28,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134597,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,INF204KA1W93,INF204KA1X01,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134598,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,INF204KA1W51,INF204KA1W69,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134599,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1X35,INF204KA1X43,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134600,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,INF204KA1W36,INF204KA1W44,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
134601,Nippon Life India Asset Management Limited,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1X19,INF204KA1X27,Open Ended,Hybrid Scheme - Equity Savings,Nippon India Equity Savings Fund (Existing number of Segregated Portfolios - 2),Rs.5000/- and in multiples of Re. 1 thereafter,12-May-2015,
